Batch ID,BatchType,Time (h),Temperature(T:K),pH(pH:pH),Dissolved oxygen concentration(DO2:mg/L),Agitator RPM(RPM:RPM),carbon dioxide percent in off-gas(CO2outgas:%),Oxygen in percent in off-gas(O2:O2  (%)),Vessel Volume(V:L),Sugar feed rate(Fs:L/h),Penicillin concentration(P:g/L)
78.0,Advanced Process Control,182.6,297.92,6.5052,12.181,100,1.4691,0.19359,73451,80,24.727
78.0,Advanced Process Control,182.8,298.17,6.5034,12.188,100,1.4694,0.19353,73501,80,24.75
78.0,Advanced Process Control,183.0,298.03,6.5025,12.195,100,1.4697,0.19349,73550,80,24.774
78.0,Advanced Process Control,183.2,297.91,6.5001,12.178,100,1.47,0.19351,73600,80,24.799
78.0,Advanced Process Control,183.4,298.03,6.4968,12.137,100,1.4703,0.19333,73649,80,24.824
78.0,Advanced Process Control,183.6,297.93,6.4967,12.176,100,1.4706,0.19343,73699,80,24.849
78.0,Advanced Process Control,183.8,298.17,6.497,12.151,100,1.4709,0.19343,73749,80,24.874
78.0,Advanced Process Control,184.0,298.04,6.4962,12.125,100,1.4713,0.19339,73800,80,24.901
78.0,Advanced Process Control,184.2,297.93,6.4957,12.105,100,1.4717,0.19335,73851,80,24.928
78.0,Advanced Process Control,184.4,298.04,6.4973,12.138,100,1.4721,0.1934,73902,80,24.954
78.0,Advanced Process Control,184.6,297.94,6.5009,12.18,100,1.4724,0.19359,73954,80,24.979
78.0,Advanced Process Control,184.8,298.17,6.5031,12.189,100,1.4728,0.19362,74006,80,25.004
78.0,Advanced Process Control,185.0,298.04,6.5045,12.18,100,1.4732,0.19362,74057,80,25.029
78.0,Advanced Process Control,185.2,297.93,6.5058,12.189,100,1.4735,0.1937,74109,80,25.054
78.0,Advanced Process Control,185.4,298.03,6.5035,12.177,100,1.4739,0.19363,74160,80,25.08
78.0,Advanced Process Control,185.6,297.94,6.5,12.154,100,1.4743,0.19352,74211,80,25.106
78.0,Advanced Process Control,185.8,298.16,6.4973,12.135,100,1.4747,0.19353,74261,80,25.132
78.0,Advanced Process Control,186.0,298.03,6.4961,12.108,100,1.4751,0.19335,74313,80,25.158
78.0,Advanced Process Control,186.2,297.92,6.4963,12.153,100,1.4755,0.19348,74364,80,25.184
78.0,Advanced Process Control,186.4,298.02,6.4978,12.175,100,1.4759,0.19356,74417,80,25.209
78.0,Advanced Process Control,186.6,297.92,6.4981,12.168,100,1.4762,0.19349,74469,80,25.233
78.0,Advanced Process Control,186.8,298.13,6.5014,12.148,100,1.4766,0.19332,74522,80,25.258
78.0,Advanced Process Control,187.0,298.01,6.5002,12.128,100,1.477,0.19314,74574,80,25.284
78.0,Advanced Process Control,187.2,297.9,6.5004,12.135,100,1.4774,0.19302,74627,80,25.308
78.0,Advanced Process Control,187.4,297.99,6.502,12.166,100,1.4778,0.19311,74680,80,25.332
78.0,Advanced Process Control,187.6,297.89,6.5052,12.194,100,1.4781,0.19325,74732,80,25.355
78.0,Advanced Process Control,187.8,298.09,6.5044,12.192,100,1.4784,0.19318,74785,80,25.378
78.0,Advanced Process Control,188.0,297.97,6.5031,12.2,100,1.4788,0.19323,74837,80,25.4
78.0,Advanced Process Control,188.2,297.86,6.4997,12.21,100,1.4791,0.19327,74889,80,25.423
78.0,Advanced Process Control,188.4,297.95,6.4993,12.232,100,1.4794,0.19336,74941,80,25.445
78.0,Advanced Process Control,188.6,297.88,6.5009,12.224,100,1.4796,0.19327,74993,80,25.467
78.0,Advanced Process Control,188.8,297.98,6.5028,12.218,100,1.4799,0.19319,75045,80,25.49
78.0,Advanced Process Control,189.0,297.9,6.5036,12.207,100,1.4802,0.19304,75097,80,25.512
78.0,Advanced Process Control,189.2,298.09,6.5024,12.169,100,1.4805,0.19294,75149,80,25.535
78.0,Advanced Process Control,189.4,297.97,6.5017,12.167,100,1.4808,0.19286,75201,80,25.558
78.0,Advanced Process Control,189.6,297.87,6.5011,12.156,100,1.4811,0.19285,75252,80,25.581
78.0,Advanced Process Control,189.8,297.94,6.5025,12.193,100,1.4814,0.19302,75304,80,25.603
78.0,Advanced Process Control,190.0,297.87,6.5019,12.169,100,1.4817,0.19296,75356,80,25.626
78.0,Advanced Process Control,190.2,297.97,6.5306,12.149,100,1.4728,0.19303,74711,80,25.649
78.0,Advanced Process Control,190.4,297.9,6.5477,12.09,100,1.4599,0.19302,74064,80,25.673
78.0,Advanced Process Control,190.6,298.09,6.5446,12.013,100,1.4469,0.19299,73413,80,25.698
78.0,Advanced Process Control,190.8,297.99,6.5235,11.936,100,1.4338,0.1931,72758,80,25.725
78.0,Advanced Process Control,191.0,297.9,6.4957,11.915,100,1.4208,0.19328,72103,80,25.753
78.0,Advanced Process Control,191.2,298.0,6.4723,11.913,100,1.4078,0.19339,71448,80,25.78
78.0,Advanced Process Control,191.4,297.92,6.4623,11.962,100,1.3948,0.19371,70795,80,25.807
78.0,Advanced Process Control,191.6,298.13,6.4705,12.022,100,1.3819,0.194,70146,80,25.832
78.0,Advanced Process Control,191.8,298.0,6.4921,12.072,100,1.3689,0.19426,69499,80,25.856
78.0,Advanced Process Control,192.0,297.89,6.5151,12.075,100,1.3559,0.19445,68853,80,25.88
78.0,Advanced Process Control,192.2,297.98,6.5046,12.076,100,1.3525,0.19457,68902,80,25.903
78.0,Advanced Process Control,192.4,297.89,6.4924,12.086,100,1.3527,0.19458,68951,80,25.927
78.0,Advanced Process Control,192.6,298.13,6.4819,12.089,100,1.3532,0.19463,69000,80,25.951
78.0,Advanced Process Control,192.8,297.99,6.4776,12.105,100,1.3536,0.19463,69052,80,25.974
78.0,Advanced Process Control,193.0,297.88,6.4784,12.112,100,1.354,0.19458,69105,80,25.998
78.0,Advanced Process Control,193.2,297.98,6.4872,12.156,100,1.3545,0.1947,69159,80,26.02
78.0,Advanced Process Control,193.4,297.88,6.5003,12.183,100,1.3549,0.19474,69215,80,26.042
78.0,Advanced Process Control,193.6,298.15,6.5116,12.18,100,1.3554,0.1948,69271,80,26.064
78.0,Advanced Process Control,193.8,298.0,6.5198,12.162,100,1.3558,0.19473,69326,80,26.086
78.0,Advanced Process Control,194.0,297.88,6.5221,12.153,100,1.3563,0.19472,69380,80,26.108
78.0,Advanced Process Control,194.2,298.01,6.5192,12.126,100,1.3567,0.19471,69432,80,26.131
78.0,Advanced Process Control,194.4,297.91,6.512,12.147,100,1.3571,0.19481,69483,80,26.153
78.0,Advanced Process Control,194.6,298.21,6.5011,12.123,100,1.3576,0.19479,69532,80,26.176
78.0,Advanced Process Control,194.8,298.07,6.4933,12.133,100,1.358,0.19475,69582,80,26.198
78.0,Advanced Process Control,195.0,297.93,6.4882,12.128,100,1.3584,0.19464,69632,80,26.22
78.0,Advanced Process Control,195.2,298.09,6.4876,12.135,100,1.3588,0.19459,69684,80,26.243
78.0,Advanced Process Control,195.4,297.97,6.4924,12.191,100,1.3591,0.19475,69736,80,26.264
78.0,Advanced Process Control,195.6,297.87,6.4999,12.194,100,1.3595,0.1947,69789,80,26.284
78.0,Advanced Process Control,195.8,297.97,6.5067,12.145,100,1.3599,0.19452,69843,80,26.306
78.0,Advanced Process Control,196.0,297.88,6.5108,12.118,100,1.3603,0.19441,69896,80,26.328
78.0,Advanced Process Control,196.2,298.11,6.5104,12.058,100,1.3608,0.19419,69948,80,26.352
78.0,Advanced Process Control,196.4,298.01,6.5052,12.042,100,1.3612,0.19413,69999,80,26.376
78.0,Advanced Process Control,196.6,297.91,6.4971,12.053,100,1.3617,0.19423,70050,80,26.399
78.0,Advanced Process Control,196.8,298.04,6.4891,12.04,100,1.3622,0.1942,70102,80,26.423
78.0,Advanced Process Control,197.0,297.95,6.4857,12.088,100,1.3626,0.19434,70154,80,26.445
78.0,Advanced Process Control,197.2,298.22,6.4887,12.099,100,1.3631,0.19436,70208,80,26.467
78.0,Advanced Process Control,197.4,298.08,6.4957,12.124,100,1.3636,0.19435,70262,80,26.488
78.0,Advanced Process Control,197.6,297.95,6.5043,12.185,100,1.364,0.19455,70318,80,26.509
78.0,Advanced Process Control,197.8,297.86,6.513,12.206,100,1.3644,0.19468,70373,80,26.529
78.0,Advanced Process Control,198.0,297.93,6.5192,12.161,100,1.3648,0.19454,70426,80,26.549
78.0,Advanced Process Control,198.2,297.86,6.5201,12.152,100,1.3652,0.19456,70479,80,26.57
78.0,Advanced Process Control,198.4,297.98,6.514,12.108,100,1.3657,0.19443,70530,80,26.592
78.0,Advanced Process Control,198.6,297.91,6.505,12.137,100,1.3661,0.19456,70580,80,26.612
78.0,Advanced Process Control,198.8,298.12,6.4935,12.119,100,1.3665,0.19456,70630,80,26.634
78.0,Advanced Process Control,199.0,298.02,6.4848,12.136,100,1.3669,0.19464,70680,80,26.655
78.0,Advanced Process Control,199.2,297.93,6.4825,12.147,100,1.3673,0.19468,70731,80,26.676
78.0,Advanced Process Control,199.4,298.03,6.4895,12.185,100,1.3677,0.19475,70784,80,26.696
78.0,Advanced Process Control,199.6,297.95,6.4986,12.197,100,1.3681,0.19479,70838,80,26.716
78.0,Advanced Process Control,199.8,297.87,6.5091,12.179,100,1.3686,0.19473,70893,80,26.736
78.0,Advanced Process Control,200.0,297.94,6.5159,12.143,100,1.369,0.1946,70946,80,26.757
78.0,Advanced Process Control,200.2,297.87,6.5203,12.229,100,1.5626,0.19322,71019,80,26.771
78.0,Advanced Process Control,200.4,297.97,6.52,12.226,100,1.5749,0.19304,71090,80,26.785
78.0,Advanced Process Control,200.6,297.89,6.5126,12.204,100,1.5761,0.19297,71159,80,26.799
78.0,Advanced Process Control,200.8,298.09,6.5006,12.181,100,1.5767,0.19298,71227,80,26.814
78.0,Advanced Process Control,201.0,297.98,6.4902,12.225,100,1.5772,0.19308,71296,80,26.828
78.0,Advanced Process Control,201.2,297.88,6.4857,12.227,100,1.5777,0.19306,71365,80,26.842
78.0,Advanced Process Control,201.4,297.97,6.4872,12.256,100,1.5782,0.19311,71436,80,26.855
78.0,Advanced Process Control,201.6,297.89,6.4926,12.3,100,1.5788,0.19323,71507,80,26.868
78.0,Advanced Process Control,201.8,298.1,6.5011,12.3,100,1.5793,0.19323,71580,80,26.88
78.0,Advanced Process Control,202.0,297.99,6.5082,12.296,100,1.5799,0.19323,71652,80,26.893
78.0,Advanced Process Control,202.2,297.89,6.5134,12.257,100,1.5804,0.19305,71724,80,26.906
78.0,Advanced Process Control,202.4,298.0,6.5148,12.246,100,1.581,0.19299,71794,80,26.92
78.0,Advanced Process Control,202.6,297.91,6.5119,12.245,100,1.5815,0.19291,71864,80,26.934
78.0,Advanced Process Control,202.8,298.15,6.5047,12.21,100,1.5821,0.19279,71933,80,26.947
78.0,Advanced Process Control,203.0,298.02,6.4964,12.21,100,1.5826,0.19277,72001,80,26.961
78.0,Advanced Process Control,203.2,297.91,6.4909,12.238,100,1.5832,0.19285,72070,80,26.975
78.0,Advanced Process Control,203.4,298.03,6.489,12.232,100,1.5837,0.19278,72140,80,26.989
78.0,Advanced Process Control,203.6,297.93,6.4909,12.239,100,1.5843,0.19277,72211,80,27.003
78.0,Advanced Process Control,203.8,298.18,6.4959,12.243,100,1.5849,0.19272,72283,80,27.017
78.0,Advanced Process Control,204.0,298.06,6.5005,12.229,100,1.5855,0.19265,72355,80,27.031
78.0,Advanced Process Control,204.2,297.94,6.5044,12.252,100,1.5861,0.19265,72427,80,27.045
78.0,Advanced Process Control,204.4,298.06,6.5083,12.265,100,1.5867,0.1927,72499,80,27.059
78.0,Advanced Process Control,204.6,297.96,6.511,12.24,100,1.5872,0.1926,72570,80,27.073
78.0,Advanced Process Control,204.8,297.87,6.5103,12.213,100,1.5878,0.19255,72641,80,27.088
78.0,Advanced Process Control,205.0,297.93,6.5062,12.186,100,1.5885,0.19245,72711,80,27.104
78.0,Advanced Process Control,205.2,297.85,6.5012,12.195,100,1.5891,0.19249,72780,80,27.119
78.0,Advanced Process Control,205.4,297.96,6.494,12.187,100,1.5897,0.19253,72850,80,27.134
78.0,Advanced Process Control,205.6,297.88,6.4906,12.257,100,1.5903,0.19274,72920,80,27.149
78.0,Advanced Process Control,205.8,298.07,6.4908,12.283,100,1.5909,0.19282,72991,80,27.162
78.0,Advanced Process Control,206.0,297.97,6.492,12.273,100,1.5916,0.19273,73063,80,27.176
78.0,Advanced Process Control,206.2,297.87,6.4968,12.285,100,1.5922,0.19275,73135,80,27.19
78.0,Advanced Process Control,206.4,297.96,6.5019,12.285,100,1.5928,0.19277,73208,80,27.203
78.0,Advanced Process Control,206.6,297.87,6.5052,12.246,100,1.5935,0.19264,73281,80,27.217
78.0,Advanced Process Control,206.8,298.07,6.5058,12.21,100,1.5942,0.19251,73353,80,27.231
78.0,Advanced Process Control,207.0,297.97,6.5051,12.177,100,1.595,0.19236,73425,80,27.246
78.0,Advanced Process Control,207.2,297.87,6.5045,12.167,100,1.5958,0.19222,73497,80,27.26
78.0,Advanced Process Control,207.4,297.98,6.5048,12.214,100,1.5965,0.19232,73569,80,27.274
78.0,Advanced Process Control,207.6,297.89,6.503,12.212,100,1.5972,0.19234,73640,80,27.288
78.0,Advanced Process Control,207.8,298.11,6.5024,12.192,100,1.598,0.19231,73711,80,27.301
78.0,Advanced Process Control,208.0,298.02,6.5022,12.239,100,1.5987,0.19247,73782,80,27.314
78.0,Advanced Process Control,208.2,297.91,6.5021,12.181,100,1.5995,0.19223,73853,80,27.328
78.0,Advanced Process Control,208.4,298.04,6.5031,12.181,100,1.6002,0.19209,73924,80,27.341
78.0,Advanced Process Control,208.6,297.95,6.5026,12.171,100,1.601,0.19198,73994,80,27.354
78.0,Advanced Process Control,208.8,297.87,6.5017,12.168,100,1.6018,0.19201,74065,80,27.367
78.0,Advanced Process Control,209.0,297.94,6.4996,12.164,100,1.6026,0.192,74135,80,27.38
78.0,Advanced Process Control,209.2,297.87,6.4987,12.208,100,1.6034,0.19215,74206,80,27.393
78.0,Advanced Process Control,209.4,297.97,6.4971,12.258,100,1.6041,0.1923,74277,80,27.405
78.0,Advanced Process Control,209.6,297.9,6.4971,12.275,100,1.6048,0.19235,74348,80,27.417
78.0,Advanced Process Control,209.8,298.07,6.4965,12.262,100,1.6055,0.19229,74420,80,27.429
78.0,Advanced Process Control,210.0,297.98,6.4982,12.306,100,1.6062,0.19239,74491,80,27.441
78.0,Advanced Process Control,210.2,297.89,6.5291,12.305,100,1.5972,0.19252,73868,80,27.452
78.0,Advanced Process Control,210.4,297.97,6.55,12.237,100,1.5837,0.1925,73242,80,27.465
78.0,Advanced Process Control,210.6,297.91,6.5443,12.156,100,1.5697,0.1925,72612,80,27.479
78.0,Advanced Process Control,210.8,298.09,6.518,12.075,100,1.5557,0.1925,71978,80,27.495
78.0,Advanced Process Control,211.0,298.02,6.4864,12.067,100,1.5418,0.19268,71343,80,27.51
78.0,Advanced Process Control,211.2,297.94,6.4643,12.085,100,1.5279,0.19288,70710,80,27.525
78.0,Advanced Process Control,211.4,298.05,6.4599,12.141,100,1.514,0.19314,70079,80,27.539
78.0,Advanced Process Control,211.6,297.97,6.4741,12.17,100,1.5001,0.19332,69452,80,27.551
78.0,Advanced Process Control,211.8,297.89,6.5011,12.171,100,1.4863,0.19345,68827,80,27.563
78.0,Advanced Process Control,212.0,297.96,6.5277,12.176,100,1.4725,0.19364,68202,80,27.574
78.0,Advanced Process Control,212.2,297.89,6.5146,12.148,100,1.4687,0.19363,68271,80,27.587
78.0,Advanced Process Control,212.4,298.06,6.4964,12.125,100,1.4693,0.19359,68338,80,27.599
78.0,Advanced Process Control,212.6,297.98,6.4835,12.13,100,1.4702,0.19352,68406,80,27.611
78.0,Advanced Process Control,212.8,297.89,6.4807,12.117,100,1.4711,0.19337,68476,80,27.623
78.0,Advanced Process Control,213.0,297.98,6.4852,12.189,100,1.472,0.19344,68547,80,27.633
78.0,Advanced Process Control,213.2,297.9,6.4941,12.198,100,1.4729,0.19343,68619,80,27.643
78.0,Advanced Process Control,213.4,298.11,6.5048,12.24,100,1.4738,0.19352,68691,80,27.653
78.0,Advanced Process Control,213.6,298.01,6.5138,12.223,100,1.4747,0.19346,68764,80,27.662
78.0,Advanced Process Control,213.8,297.9,6.5183,12.211,100,1.4756,0.19333,68835,80,27.672
78.0,Advanced Process Control,214.0,298.02,6.5161,12.213,100,1.4764,0.19334,68905,80,27.683
78.0,Advanced Process Control,214.2,297.93,6.5076,12.199,100,1.4773,0.19333,68974,80,27.694
78.0,Advanced Process Control,214.4,298.18,6.4951,12.189,100,1.4781,0.19325,69042,80,27.705
78.0,Advanced Process Control,214.6,298.06,6.4872,12.21,100,1.4789,0.19326,69111,80,27.715
78.0,Advanced Process Control,214.8,297.94,6.4838,12.223,100,1.4797,0.19332,69181,80,27.725
78.0,Advanced Process Control,215.0,298.08,6.4888,12.254,100,1.4806,0.19333,69252,80,27.734
78.0,Advanced Process Control,215.2,297.98,6.4981,12.264,100,1.4814,0.19333,69325,80,27.742
78.0,Advanced Process Control,215.4,297.88,6.5082,12.271,100,1.4823,0.19322,69397,80,27.75
78.0,Advanced Process Control,215.6,297.96,6.5173,12.291,100,1.4831,0.19327,69469,80,27.758
78.0,Advanced Process Control,215.8,297.88,6.5209,12.254,100,1.4839,0.19325,69540,80,27.767
78.0,Advanced Process Control,216.0,298.08,6.5181,12.235,100,1.4847,0.19319,69609,80,27.777
78.0,Advanced Process Control,216.2,297.97,6.5074,12.199,100,1.4856,0.19307,69677,80,27.787
78.0,Advanced Process Control,216.4,297.87,6.4957,12.193,100,1.4864,0.19299,69744,80,27.797
78.0,Advanced Process Control,216.6,297.98,6.4859,12.197,100,1.4872,0.19292,69812,80,27.806
78.0,Advanced Process Control,216.8,297.88,6.482,12.198,100,1.488,0.19279,69881,80,27.815
78.0,Advanced Process Control,217.0,298.13,6.4848,12.239,100,1.4889,0.19286,69952,80,27.823
78.0,Advanced Process Control,217.2,297.99,6.4931,12.271,100,1.4897,0.19285,70024,80,27.831
78.0,Advanced Process Control,217.4,297.88,6.5024,12.243,100,1.4905,0.19275,70096,80,27.839
78.0,Advanced Process Control,217.6,298.0,6.5098,12.236,100,1.4914,0.19274,70168,80,27.847
78.0,Advanced Process Control,217.8,297.9,6.514,12.208,100,1.4923,0.19264,70240,80,27.855
78.0,Advanced Process Control,218.0,298.17,6.5148,12.216,100,1.4932,0.19277,70311,80,27.863
78.0,Advanced Process Control,218.2,298.05,6.5113,12.194,100,1.4941,0.19271,70380,80,27.872
78.0,Advanced Process Control,218.4,297.93,6.5056,12.212,100,1.4949,0.19271,70449,80,27.881
78.0,Advanced Process Control,218.6,298.08,6.4973,12.234,100,1.4958,0.19281,70518,80,27.89
78.0,Advanced Process Control,218.8,297.98,6.4899,12.276,100,1.4966,0.19298,70586,80,27.899
78.0,Advanced Process Control,219.0,297.88,6.489,12.308,100,1.4973,0.19304,70656,80,27.906
78.0,Advanced Process Control,219.2,297.97,6.492,12.306,100,1.4981,0.19303,70727,80,27.914
78.0,Advanced Process Control,219.4,297.88,6.4984,12.332,100,1.4989,0.19307,70798,80,27.922
78.0,Advanced Process Control,219.6,298.1,6.506,12.399,100,1.4997,0.19321,70870,80,27.929
78.0,Advanced Process Control,219.8,298.0,6.5109,12.444,100,1.5003,0.19333,70941,80,27.934
78.0,Advanced Process Control,220.0,297.89,6.5114,12.41,100,1.501,0.19327,71011,80,27.941
78.0,Advanced Process Control,220.2,298.01,6.5066,12.417,100,1.5017,0.19327,71081,80,27.947
78.0,Advanced Process Control,220.4,297.92,6.4994,12.393,100,1.5024,0.19321,71150,80,27.955
78.0,Advanced Process Control,220.6,298.17,6.4938,12.415,100,1.503,0.19321,71219,80,27.961
78.0,Advanced Process Control,220.8,298.06,6.4904,12.44,100,1.5037,0.19326,71289,80,27.967
78.0,Advanced Process Control,221.0,297.94,6.4921,12.439,100,1.5043,0.19325,71360,80,27.973
78.0,Advanced Process Control,221.2,298.07,6.4988,12.505,100,1.505,0.19344,71431,80,27.978
78.0,Advanced Process Control,221.4,297.98,6.505,12.535,100,1.5056,0.19355,71503,80,27.983
78.0,Advanced Process Control,221.6,297.88,6.5095,12.496,100,1.5062,0.19338,71574,80,27.989
78.0,Advanced Process Control,221.8,297.96,6.5118,12.463,100,1.5068,0.19315,71645,80,27.995
78.0,Advanced Process Control,222.0,297.88,6.5096,12.444,100,1.5074,0.19295,71715,80,28.001
78.0,Advanced Process Control,222.2,298.06,6.5047,12.431,100,1.508,0.19282,71784,80,28.007
78.0,Advanced Process Control,222.4,297.97,6.498,12.421,100,1.5086,0.19273,71853,80,28.013
78.0,Advanced Process Control,222.6,297.88,6.4938,12.438,100,1.5092,0.19269,71922,80,28.019
78.0,Advanced Process Control,222.8,297.97,6.4916,12.444,100,1.5098,0.19271,71992,80,28.025
78.0,Advanced Process Control,223.0,297.89,6.4914,12.428,100,1.5104,0.19262,72063,80,28.03
78.0,Advanced Process Control,223.2,298.1,6.4969,12.449,100,1.511,0.19264,72134,80,28.036
78.0,Advanced Process Control,223.4,298.0,6.5032,12.44,100,1.5116,0.1926,72206,80,28.041
78.0,Advanced Process Control,223.6,297.9,6.5104,12.482,100,1.5122,0.19271,72277,80,28.046
78.0,Advanced Process Control,223.8,298.01,6.5154,12.496,100,1.5128,0.19279,72348,80,28.051
78.0,Advanced Process Control,224.0,297.92,6.5144,12.482,100,1.5134,0.19274,72417,80,28.056
78.0,Advanced Process Control,224.2,298.15,6.509,12.517,100,1.5139,0.1929,72486,80,28.061
78.0,Advanced Process Control,224.4,298.05,6.5005,12.501,100,1.5144,0.19285,72554,80,28.065
78.0,Advanced Process Control,224.6,297.94,6.4921,12.516,100,1.5149,0.19284,72622,80,28.07
78.0,Advanced Process Control,224.8,298.05,6.4865,12.512,100,1.5155,0.19277,72691,80,28.075
78.0,Advanced Process Control,225.0,297.96,6.4873,12.566,100,1.516,0.19288,72761,80,28.078
78.0,Advanced Process Control,225.2,297.87,6.4939,12.601,100,1.5164,0.193,72832,80,28.082
78.0,Advanced Process Control,225.4,297.93,6.5011,12.583,100,1.5169,0.19289,72903,80,28.085
78.0,Advanced Process Control,225.6,297.85,6.5093,12.575,100,1.5174,0.1929,72975,80,28.089
78.0,Advanced Process Control,225.8,297.96,6.5127,12.592,100,1.518,0.193,73046,80,28.093
78.0,Advanced Process Control,226.0,297.88,6.5123,12.574,100,1.5185,0.19297,73116,80,28.097
78.0,Advanced Process Control,226.2,298.07,6.5065,12.54,100,1.519,0.19283,73185,80,28.102
78.0,Advanced Process Control,226.4,297.97,6.4988,12.594,100,1.5195,0.19301,73253,80,28.106
78.0,Advanced Process Control,226.6,297.88,6.4947,12.597,100,1.52,0.19303,73322,80,28.111
78.0,Advanced Process Control,226.8,297.97,6.4942,12.585,100,1.5205,0.19295,73392,80,28.115
78.0,Advanced Process Control,227.0,297.89,6.4966,12.613,100,1.521,0.19301,73462,80,28.119
78.0,Advanced Process Control,227.2,298.1,6.4998,12.627,100,1.5214,0.19304,73532,80,28.124
78.0,Advanced Process Control,227.4,297.99,6.5026,12.61,100,1.5219,0.19297,73602,80,28.128
78.0,Advanced Process Control,227.6,297.88,6.5033,12.609,100,1.5224,0.19291,73673,80,28.132
78.0,Advanced Process Control,227.8,297.99,6.5038,12.604,100,1.5229,0.19282,73743,80,28.137
78.0,Advanced Process Control,228.0,297.91,6.5041,12.582,100,1.5234,0.19279,73813,80,28.142
78.0,Advanced Process Control,228.2,298.12,6.5041,12.576,100,1.524,0.19274,73883,80,28.146
78.0,Advanced Process Control,228.4,298.03,6.5048,12.562,100,1.5245,0.19262,73952,80,28.151
78.0,Advanced Process Control,228.6,297.93,6.5058,12.595,100,1.525,0.19267,74022,80,28.156
78.0,Advanced Process Control,228.8,298.04,6.5065,12.589,100,1.5255,0.19262,74091,80,28.16
78.0,Advanced Process Control,229.0,297.96,6.5058,12.604,100,1.526,0.19264,74159,80,28.164
78.0,Advanced Process Control,229.2,297.88,6.5038,12.598,100,1.5264,0.1926,74227,80,28.168
78.0,Advanced Process Control,229.4,297.94,6.501,12.61,100,1.5269,0.19264,74295,80,28.172
78.0,Advanced Process Control,229.6,297.87,6.4986,12.612,100,1.5273,0.19262,74363,80,28.176
78.0,Advanced Process Control,229.8,297.97,6.498,12.591,100,1.5278,0.19241,74431,80,28.18
78.0,Advanced Process Control,230.0,297.9,6.4988,12.597,100,1.5282,0.19237,74500,80,28.185
79.0,Advanced Process Control,0.2,297.61,6.5318,14.713,100,0.088561,0.20274,58402,8,0.001
79.0,Advanced Process Control,0.4,297.86,6.5122,14.692,100,0.10083,0.20551,58400,8,0.00099954
79.0,Advanced Process Control,0.6,297.84,6.4935,14.673,100,0.10481,0.20604,58397,8,0.00099907
79.0,Advanced Process Control,0.8,298.18,6.48,14.65,100,0.10713,0.20601,58395,8,0.00099859
79.0,Advanced Process Control,1.0,298.04,6.4785,14.617,100,0.10917,0.20576,58394,8,0.00099808
79.0,Advanced Process Control,1.2,297.94,6.4901,14.601,100,0.11121,0.2056,58396,8,0.00099754
79.0,Advanced Process Control,1.4,298.18,6.5074,14.583,100,0.11333,0.20545,58398,8,0.00099698
79.0,Advanced Process Control,1.6,298.05,6.52,14.569,100,0.11552,0.20534,58400,8,0.00099643
79.0,Advanced Process Control,1.8,297.96,6.5198,14.548,100,0.11781,0.20518,58400,8,0.00099591
79.0,Advanced Process Control,2.0,297.91,6.5092,14.524,100,0.12021,0.205,58399,8,0.00099542
79.0,Advanced Process Control,2.2,298.05,6.4947,14.51,100,0.12271,0.20488,58397,8,0.00099494
79.0,Advanced Process Control,2.4,297.98,6.4843,14.481,100,0.12531,0.20467,58396,8,0.00099445
79.0,Advanced Process Control,2.6,297.94,6.4825,14.455,100,0.12803,0.20446,58396,8,0.00099393
79.0,Advanced Process Control,2.8,298.08,6.489,14.452,100,0.13083,0.20443,58398,8,0.00099339
79.0,Advanced Process Control,3.0,298.03,6.5003,14.421,100,0.13373,0.20422,58401,8,0.00099283
79.0,Advanced Process Control,3.2,297.98,6.5107,14.381,100,0.13673,0.2039,58405,15,0.00099225
79.0,Advanced Process Control,3.4,297.96,6.5155,14.345,100,0.13985,0.20359,58408,15,0.00099168
79.0,Advanced Process Control,3.6,297.95,6.5123,14.311,100,0.14308,0.2033,58410,15,0.00099113
79.0,Advanced Process Control,3.8,297.95,6.5035,14.261,100,0.14644,0.2029,58411,15,0.0009906
79.0,Advanced Process Control,4.0,297.96,6.4938,14.244,100,0.14993,0.20273,58413,15,0.00099007
79.0,Advanced Process Control,4.2,297.97,6.487,14.212,100,0.15356,0.2026,58414,15,0.00098953
79.0,Advanced Process Control,4.4,297.98,6.4873,14.173,100,0.15733,0.20233,58417,15,0.00098897
79.0,Advanced Process Control,4.6,297.99,6.4948,14.13,100,0.16124,0.20201,58421,15,0.00098839
79.0,Advanced Process Control,4.8,298.0,6.5045,14.11,100,0.16528,0.20186,58426,15,0.00098781
79.0,Advanced Process Control,5.0,298.01,6.5123,14.066,100,0.16947,0.20156,58430,15,0.00098722
79.0,Advanced Process Control,5.2,298.02,6.5129,14.025,100,0.17381,0.20127,58432,15,0.00098667
79.0,Advanced Process Control,5.4,298.03,6.5079,13.993,100,0.17831,0.20105,58434,15,0.00098614
79.0,Advanced Process Control,5.6,298.04,6.4982,13.948,100,0.18297,0.20074,58435,15,0.00098561
79.0,Advanced Process Control,5.8,298.04,6.4887,13.894,100,0.1878,0.20036,58436,15,0.00098508
79.0,Advanced Process Control,6.0,298.05,6.4851,13.856,100,0.19279,0.20007,58438,15,0.00098454
79.0,Advanced Process Control,6.2,298.05,6.4899,13.816,100,0.19794,0.19979,58442,15,0.00098397
79.0,Advanced Process Control,6.4,298.06,6.4967,13.759,100,0.20327,0.1994,58446,15,0.00098338
79.0,Advanced Process Control,6.6,298.07,6.5047,13.717,100,0.20877,0.1991,58451,15,0.00098279
